Co_ID|Exchange|Name| root_ ticker | QMV | OS_Shares | tech_sub_sector | cps | re |Sector| Sub_Sector |type_of_listing|date_of_listing|hq_location|hq_region|interlisted_code_1|interlisted_code_2|tsx_ven_grad|former_cpc|Index|technology_sub_sector|usa_city|USA_State|asia_region|place_inCopporated|fundfamily|sp_grouping|SP_Sub|income_trust_conversion| volume_ytd | value_ ytd | num_traded_share_ytd | num_of_month_trading_data |AFRICA|AUS_NZ_PNG|CANADA|CHINA_ ASIA|LATIN_AMERICA|OTHER|UK_EUROPE|USA|Oil_Gas|Gold|Silver|Copper|Nickel|Diamond|Molybdenum|Platinum_PGM|Iron|Lead|Zinc|Rare Earths|Potash|Lithium|Uranium|Coal|Tungsten|base_ precious_metals|mineral_properties|other_properties
ELF0001|TSX|E-L Financial Corporation Limited|ELF| 3,581,635,186 | 16,019,409 |||| Financial Services |||19690107|ON|Canada||||||||||C||||| 595,135 | 81,659,552 | 2,842 |6||||||||||||||||||||||||||||
ELE0011|TSX|Element Fleet Management Corp.|EFN| 3,836,733,266 | 417,504,136 |||| Industrial Products & Services ||TSXV Grad|20111216|ON|Canada|||1|1|1|||||C||||| 393,648,679 | 2,419,336,774 | 714,530 |6||||||||||||||||||||||||||||
EMP0003|TSX|Empire Company Limited|EMP| 4,579,957,292 | 173,548,969 ||Consumer Staples|| Consumer Products & Services |||19820709|NS|Canada|||||1|||||C||||| 52,713,899 | 1,300,673,330 | 274,660 |6||||||||||||||||||||||||||||
CON0066|TSX|EnerCare Inc.|ECI| 1,920,214,393 | 106,797,241 ||Consumer Discretionary|| Consumer Products & Services |||20021216|ON|Canada|||||1|||||C||||2011| 28,864,128 | 523,137,683 | 143,114 |6||||||||||||||||||||||||||||
ENE0021|TSX|Enerflex Ltd.|EFX| 1,252,891,767 | 88,606,207 |||| Industrial Products & Services |Energy Services|Other|20110603|AB|Canada|||||1|||||C||||| 29,941,212 | 458,942,259 | 155,284 |6||||||||||||||||||||||||||||
ENS0003|TSX|Ensign Energy Services Inc.|ESI| 922,027,996 | 157,074,616 |||| Industrial Products & Services |Energy Services|TSXV Grad|19930625|AB|Canada|||1||1|||||C||||| 38,594,101 | 248,365,820 | 162,101 |6||||||||||||||||||||||||||||
ENT0006|TSX|Enterprise Group, Inc.|E| 26,562,660 | 55,338,874 |||| Industrial Products & Services |Energy Services|TSXV Grad|20070813|AB|Canada|||1|1||||||C||||| 6,735,955 | 3,067,128 | 2,104 |6||||||||||||||||||||||||||||
ENT0007|TSX|ENTREC Corporation|ENT| 41,455,568 | 109,847,578 |||| Industrial Products & Services ||TSXV Grad|20140609|AB|Canada|||1|1||||||C||||| 5,465,844 | 1,699,941 | 996 |6||||||||||||||||||||||||||||
EQU0006|TSX|Equitable Group Inc.|EQB| 1,058,737,575 | 19,515,238 |||| Financial Services ||IPO|20040317|ON|Canada||||||||||C||||| 3,805,543 | 218,344,813 | 23,140 |6||||||||||||||||||||||||||||
ESS0005|TSX|Essential Energy Services Ltd.|ESN| 80,858,383 | 141,856,813 |||| Industrial Products & Services |Energy Services|Other|20060529|AB|Canada||||||||||C||||2010| 11,064,724 | 7,092,427 | 3,999 |6||||||||||||||||||||||||||||
EXC0007|TSX|Exchange Income Corporation|EIF| 1,360,905,032 | 35,217,187 |||| Financial Services ||TSXV Grad|20080317|MB|Canada|||1|1|1|||||C||||2009| 10,005,620 | 366,911,353 | 60,435 |6||||||||||||||||||||||||||||
EXC0001|TSX|Exco Technologies Limited|XTC| 376,222,853 | 42,319,781 |||| Industrial Products & Services |||19861020|ON|Canada||||||||||C||||| 6,827,890 | 64,563,288 | 24,280 |6||||||||||||||||||||||||||||
EXT0001|TSX|Extendicare Inc.|EXE| 766,167,806 | 89,233,318 |||Specialized| Real Estate |||19740408|ON|Canada|||||1|||||C||||2006_2012| 23,862,531 | 229,046,633 | 109,497 |6||||||||||||||||||||||||||||
FAI0023|TSX|Fairfax Africa Holdings Corporation|FAH| 374,960,953 | 32,920,189 |||| Financial Services ||IPO|20170217|ON|Canada||||||||||C||||| 1,435,660 | 18,149,607 | 2,532 |6||||||||||||||||||||||||||||
FAI0001|TSX|Fairfax Financial Holdings Limited|FFH| 21,825,915,365 | 86,102,368 |||| Financial Services |||19720914|ON|Canada|||||1|||||C||||| 10,342,791 | 4,021,101,761 | 67,583 |6||||||||||||||||||||||||||||
FAI0022|TSX|Fairfax India Holdings Corporation|FIH| 2,059,085,361 | 125,096,316 |||| Financial Services ||IPO|20150130|ON|Canada||||||||||C||||| 6,746,483 | 115,566,836 | 21,579 |6||||||||||||||||||||||||||||
SCE0001|TSX|Fiera Capital Corporation|FSZ| 996,369,366 | 77,982,667 |||| Financial Services |||19860811|ON|Canada||||||||||C||||| 12,853,126 | 180,218,994 | 55,952 |6||||||||||||||||||||||||||||
FIN0003|TSX|Finning International Inc.|FTT| 5,464,616,928 | 168,401,138 |||| Industrial Products & Services |||19691023|BC|Canada|||||1|||||C||||| 50,970,482 | 1,681,390,876 | 253,868 |6||||||||||||||||||||||||||||
FIR0034|TSX|Firm Capital Mortgage Investment Corporation|FC| 530,382,703 | 27,979,643 |||| Financial Services |||19991006|ON|Canada||||||||||C||||2011| 3,629,083 | 57,463,074 | 14,620 |6||||||||||||||||||||||||||||
CEN0007|TSX|First Capital Realty Inc.|FCR| 5,059,417,401 | 244,889,516 |||Diversified| Real Estate |||19940328|ON|Canada|||||1|||||C||||| 42,356,048 | 868,196,304 | 208,436 |6||||||||||||||||||||||||||||
FIR0054|TSX|First National Financial Corporation|FN| 1,764,093,646 | 63,967,429 |||| Financial Services ||IPO|20060614|ON|Canada||||||||||C||||2011| 2,951,382 | 72,534,541 | 13,408 |6||||||||||||||||||||||||||||
FIR0109|TSX|FirstService Corporation|FSV| 3,459,002,165 | 34,593,481 |||Industrial/Office/Retail/Residential| Real Estate ||Other|20150527|ON|Canada|TSX-NasdaqGM||||1|||||C||||| 5,798,593 | 518,727,555 | 42,991 |6||||||||||||||||||||||||||||
FOR0021|TSX|Foraco International SA|FAR| 36,430,478 | 89,951,798 |||| Industrial Products & Services |Energy Services|IPO|20070801|France|UK/Europe||||||||||F||||| 617,186 | 241,407 | 291 |6||||||||||||||||||||||||||||
FOR0020|TSX|Fortress Global Enterprises Inc.|FGE| 106,364,212 | 15,557,680 |||| Industrial Products & Services |Forest Products & Paper|IPO|20070627|BC|Canada|TSX-OTCQX|||||||||C||||| 572,672 | 5,719,534 | 1,103 |6||||||||||||||||||||||||||||
FRE0006|TSX|Freshii Inc.|FRII| 156,193,211 | 25,233,152 ||Consumer Discretionary|| Consumer Products & Services ||IPO|20170131|ON|Canada||||||||||C||||| 6,254,304 | 42,835,544 | 17,402 |6||||||||||||||||||||||||||||
GAM0005|TSX|Gamehost Inc.|GH| 292,193,208 | 24,512,853 ||Consumer Discretionary|| Consumer Products & Services ||TSXV Grad|20080516|AB|Canada|||1|||||||C||||2011| 1,419,578 | 15,437,084 | 3,258 |6||||||||||||||||||||||||||||
GAZ0003|TSX|Gazit-Globe Ltd.|GZT| 2,423,034,825 | 193,533,133 |||Industrial/Office/Retail/Residential| Real Estate ||Other|20131016|Israel|Other|TSX-NYSE|TSX-TASE||||||||F||||| 41,090 | 501,862 | 250 |6||||||||||||||||||||||||||||
GDI0002|TSX|GDI Integrated Facility Services Inc.|GDI| 223,031,880 | 12,061,413 |||| Industrial Products & Services ||TSXV Grad|20150514|Quebec|Canada|||1|||||||C||||| 757,266 | 13,210,515 | 2,260 |6||||||||||||||||||||||||||||
GEN0017|TSX|Genesis Land Development Corp.|GDC| 165,657,921 | 43,252,721 |||Real Estate Development and Services| Real Estate ||TSXV Grad|20000808|AB|Canada|||1|1||||||C||||| 818,640 | 3,027,548 | 619 |6||||||||||||||||||||||||||||
GEN0031|TSX|Genworth MI Canada Inc.|MIC| 3,841,315,749 | 89,792,327 |||| Financial Services ||IPO|20090706|ON|Canada|||||1|||||C||||| 24,445,292 | 1,009,378,661 | 164,004 |6||||||||||||||||||||||||||||
GEO0015|TSX|Geodrill Limited|GEO| 93,461,360 | 43,470,400 |||| Industrial Products & Services |Mining Services|IPO|20101215|Ghana|Africa||||||||||F||||| 4,067,364 | 8,257,721 | 1,181 |6||||||||||||||||||||||||||||
WES0031|TSX|George Weston Limited|WN| 14,524,996,129 | 161,362,690 ||Consumer Staples|| Consumer Products & Services |||19290419|ON|Canada|||||60|||||C||||| 18,213,562 | 1,777,391,532 | 124,094 |6||||||||||||||||||||||||||||
GIB0002|TSX|Gibson Energy Inc.|GEI| 2,628,126,642 | 144,854,914 |||| Industrial Products & Services |Energy Services|IPO|20110614|AB|Canada|||||1|||||C||||| 38,649,224 | 685,419,515 | 199,137 |6||||||||||||||||||||||||||||
GIL0001|TSX|Gildan Activewear Inc.|GIL| 7,837,863,597 | 211,662,533 ||Consumer Discretionary|| Consumer Products & Services |||19980624|Quebec|Canada|TSX-NYSE||||60|||||C||||| 79,785,524 | 3,046,254,470 | 478,574 |6||||||||||||||||||||||||||||
SEV0003|TSX|Glacier Media Inc.|GVC| 87,985,325 | 109,981,656 |||| Comm & Media |||19810406|BC|Canada||||||||||C||||| 2,272,414 | 1,730,221 | 484 |6||||||||||||||||||||||||||||
GLU0001|TSX|Gluskin Sheff + Associates Inc.|GS| 512,870,227 | 31,234,484 |||| Financial Services ||IPO|20060525|ON|Canada||||||||||C||||| 13,267,282 | 206,876,310 | 71,456 |6||||||||||||||||||||||||||||
GMP0001|TSX|GMP Capital Inc.|GMP| 280,983,044 | 82,605,339 |||| Financial Services ||IPO|20031208|ON|Canada||||||||||C||||2005_2009| 16,603,128 | 60,915,668 | 38,409 |6||||||||||||||||||||||||||||
RTO0001|TSX|goeasy Ltd.|GSY| 602,207,580 | 14,122,153 |||| Financial Services |||19950503|ON|Canada||||||||||C||||| 3,466,931 | 145,348,439 | 22,313 |6||||||||||||||||||||||||||||
GOL0068|TSX|GoldMoney Inc.|XAU| 222,960,654 | 76,882,984 |||| Financial Services ||TSXV Grad|20160421|ON|Canada|||1|||||||C||||| 13,505,794 | 53,434,813 | 36,672 |6||||||||||||||||||||||||||||
GOO0001|TSX|Goodfellow Inc.|GDL| 66,521,252 | 8,506,554 |||| Industrial Products & Services |Forest Products & Paper||19991206|Quebec|Canada||||||||||C||||| 299,511 | 2,305,729 | 747 |6||||||||||||||||||||||||||||
GOO0003|TSX|Goodfood Market Corp.|FOOD| 130,081,365 | 51,825,245 ||Consumer Staples|| Consumer Products & Services ||TSXV Grad|20170607|Quebec|Canada|||1|1||||||C||||| 4,705,051 | 12,376,241 | 7,983 |6||||||||||||||||||||||||||||
MID0009|TSX|Granite Real Estate Investment Trust|GRT| 2,449,948,042 | 45,690,937 |||Real Estate Operating Companies| Real Estate |||20030820|ON|Canada|TSX-NYSE||||1|||||C||Income Trust|REIT|| 11,665,270 | 598,551,006 | 75,832 |6||||||||||||||||||||||||||||
GRE0033|TSX|Great Canadian Gaming Corporation|GC| 2,839,437,209 | 60,997,577 ||Consumer Discretionary|| Consumer Products & Services ||TSXV Grad|20040319|BC|Canada|||1||1|||||C||||| 22,906,238 | 989,727,440 | 137,693 |6||||||||||||||||||||||||||||
GRE0007|TSX|Great-West Lifeco Inc.|GWO| 34,502,815,444 | 1,097,162,071 |||| Financial Services |||19860626|MB|Canada|||||1|||||C||||| 70,717,598 | 2,297,055,250 | 335,105 |6||||||||||||||||||||||||||||
GUA0004|TSX|Guardian Capital Group Limited|GCG| 668,055,573 | 29,012,251 |||| Financial Services |||19690522|ON|Canada||||||||||C||||| 1,332,403 | 32,853,273 | 4,897 |6||||||||||||||||||||||||||||
GVI0002|TSX|GVIC Communications Corp.|GCT| 40,119,500 | 307,802,245 |||| Comm & Media ||Other|20070709|BC|Canada||||||||||C||||| 358,121 | 59,693 | 173 |6||||||||||||||||||||||||||||
HNR0001|TSX|H&R Real Estate Investment Trust|HR| 5,747,356,911 | 285,653,922 |||Diversified| Real Estate |||19961218|ON|Canada|||||1|||||C||Income Trust|REIT|| 67,118,807 | 1,380,657,729 | 252,042 |6||||||||||||||||||||||||||||
HAM0003|TSX|Hammond Manufacturing Company Limited|HMM| 21,133,320 | 8,556,000 |||| Industrial Products & Services |||19860610|ON|Canada||||||||||C||||| 532,901 | 1,235,497 | 664 |6||||||||||||||||||||||||||||
HAM0006|TSX|Hammond Power Solutions Inc.|HPS| 74,422,979 | 8,966,624 |||| Industrial Products & Services |||20010110|ON|Canada||||||||||C||||| 398,362 | 3,745,877 | 1,411 |6||||||||||||||||||||||||||||
HAN0003|TSX|Hanwei Energy Services Corp.|HE| 5,826,037 | 194,201,234 |||| Industrial Products & Services |Energy Services|TSXV Grad|20070917|China|Asia|||1|1|||||Heilongjiang|C||||| 6,781,477 | 226,218 | 575 |6||||||||||||||||||||||||||||
HAR0020|TSX|Hardwoods Distribution Inc.|HDI| 366,415,983 | 21,465,494 |||| Industrial Products & Services ||IPO|20040322|BC|Canada||||||||||C||||2011| 3,583,166 | 67,224,958 | 10,287 |6||||||||||||||||||||||||||||
HER0005|TSX|Heroux-Devtek Inc.|HRX| 549,837,302 | 36,245,043 |||| Industrial Products & Services |||19991206|Quebec|Canada||||||||||C||||| 1,822,750 | 27,670,187 | 5,179 |6||||||||||||||||||||||||||||
HIG0021|TSX|High Arctic Energy Services Inc.|HWO| 200,160,505 | 52,398,038 |||| Industrial Products & Services |Energy Services|IPO|20050720|AB|Canada||||||||||C||||| 7,590,812 | 30,150,818 | 22,314 |6||||||||||||||||||||||||||||
HIG0012|TSX|High Liner Foods Incorporated|HLF| 339,510,002 | 33,383,481 ||Consumer Staples|| Consumer Products & Services |||19710115|NS|Canada||||||||||C||||| 8,702,248 | 100,863,394 | 45,704 |6||||||||||||||||||||||||||||
HOL0007|TSX|Holloway Lodging Corporation|HLC| 202,001,280 | 19,192,276 |||Specialized| Real Estate ||TSXV Grad|20070717|NS|Canada|||1|1||||||C||||| 1,323,766 | 12,597,033 | 1,342 |6||||||||||||||||||||||||||||
HOM0001|TSX|Home Capital Group Inc.|HCG| 1,204,497,698 | 80,246,349 |||| Financial Services |||19820107|ON|Canada|||||1|||||C||||| 35,048,745 | 532,626,915 | 175,691 |6||||||||||||||||||||||||||||
HOR0007|TSX|Horizon North Logistics Inc.|HNL| 432,183,582 | 164,328,358 |||| Industrial Products & Services |Energy Services|TSXV Grad|20070528|AB|Canada|||1|||||||C||||| 48,711,369 | 106,884,125 | 53,792 |6||||||||||||||||||||||||||||
HUD0001|TSX|Hudson's Bay Company|HBC| 2,145,619,803 | 183,073,362 ||Consumer Discretionary|| Consumer Products & Services ||IPO|20121126|ON|Canada|||||1|||||C||||| 33,860,945 | 345,923,684 | 138,500 |6||||||||||||||||||||||||||||
HYD0007|TSX|Hyduke Energy Services Inc.|HYD| 8,010,166 | 69,653,616 |||| Industrial Products & Services |Energy Services|TSXV Grad|20070924|AB|Canada|||1|||||||C||||| 6,034,824 | 953,291 | 827 |6||||||||||||||||||||||||||||
IBI0001|TSX|IBI Group Inc.|IBG| 282,306,709 | 31,828,427 |||| Industrial Products & Services ||IPO|20040830|ON|Canada||||||||||C||||2011| 4,409,261 | 40,585,393 | 11,432 |6||||||||||||||||||||||||||||
IFA0001|TSX|iFabric Corp.|IFA| 72,048,625 | 26,199,500 ||Consumer Discretionary|| Consumer Products & Services ||TSXV Grad|20150918|ON|Canada|||1|||||||C||||| 944,820 | 2,941,666 | 656 |6||||||||||||||||||||||||||||
INV0005|TSX|IGM Financial Inc.|IGM| 9,329,851,097 | 246,808,478 |||| Financial Services |||19861112|MB|Canada|||||1|||||C||||| 32,336,532 | 1,280,029,374 | 194,772 |6||||||||||||||||||||||||||||
CHA0009|TSX|Indigo Books & Music Inc.|IDG| 455,732,651 | 26,807,803 ||Consumer Discretionary|| Consumer Products & Services |||19961204|ON|Canada||||||||||C||||| 1,195,236 | 22,356,777 | 2,520 |6||||||||||||||||||||||||||||
IND0003|TSX|Industrial Alliance Insurance and Financial Services Inc.|IAG| 6,059,775,708 | 130,593,610 |||| Financial Services ||IPO|20000210|Quebec|Canada|||||1|||||C||||| 29,522,835 | 1,538,551,467 | 172,163 |6||||||||||||||||||||||||||||
INO0001|TSX|Inovalis Real Estate Investment Trust|INO| 229,870,708 | 22,759,476 |||Industrial/Office/Retail/Residential| Real Estate ||IPO|20130410|France|UK/Europe||||||||||C||Income Trust|REIT|| 3,761,075 | 37,447,823 | 10,361 |6||||||||||||||||||||||||||||
OFF0001|TSX|INSCAPE Corporation|INQ| 16,262,676 | 9,034,820 |||| Industrial Products & Services |||19971209|ON|Canada||||||||||C||||| 343,746 | 792,260 | 234 |6||||||||||||||||||||||||||||
ING0001|TSX|Intact Financial Corporation|IFC| 13,948,454,819 | 181,188,634 |||| Financial Services ||IPO|20041214|ON|Canada|||||1|||||C||||| 31,037,027 | 2,726,448,530 | 194,001 |6||||||||||||||||||||||||||||
INT0121|TSX|Integrated Asset Management Corp.|IAM| 43,509,609 | 27,713,127 |||| Financial Services ||TSXV Grad|20070601|ON|Canada|||1|||||||C||||| 709,707 | 1,054,157 | 513 |6||||||||||||||||||||||||||||
INT0027|TSX|Interfor Corporation|IFP| 1,768,463,591 | 70,038,162 |||| Industrial Products & Services |Forest Products & Paper||19720529|BC|Canada|||||1|||||C||||| 38,129,088 | 922,006,867 | 174,803 |6||||||||||||||||||||||||||||
INT0120|TSX|InterRent Real Estate Investment Trust|IIP| 1,040,703,356 | 94,609,396 |||Industrial/Office/Retail/Residential| Real Estate ||TSXV Grad|20070425|ON|Canada|||1|||||||C||Income Trust|REIT|| 27,179,688 | 275,837,638 | 61,888 |6||||||||||||||||||||||||||||
INT0052|TSX|Intertape Polymer Group Inc.|ITP| 1,062,830,599 | 58,817,410 |||| Industrial Products & Services |||19930106|Quebec|Canada|||||1|||||C||||| 19,198,220 | 388,831,542 | 101,407 |6||||||||||||||||||||||||||||
MAI0003|TSX|Invesque Inc.|IVQ| 477,251,917 | 53,142,587 |||Specialized| Real Estate ||TSXV Grad|20160602|USA|USA|||1|1|||Carmel|IN||C||||| 2,974,858 | 28,695,563 | 6,479 |6||||||||||||||||||||||||||||
IPL0003|TSX|IPL Plastics Inc.|IPLP| 176,220,000 | 13,200,000 |||| Industrial Products & Services ||IPO|20180628|Ireland|UK/Europe||||||||||C||||| 909,956 | 12,136,414 | 277 |1||||||||||||||||||||||||||||
JAM0001|TSX|Jamieson Wellness Inc.|JWEL| 1,012,024,492 | 38,017,449 ||Consumer Discretionary|| Consumer Products & Services ||IPO|20170707|ON|Canada||||||||||C||||| 5,282,874 | 123,958,481 | 30,527 |6||||||||||||||||||||||||||||
KBR0001|TSX|K-Bro Linen Inc.|KBL| 395,680,802 | 10,559,936 |||| Industrial Products & Services ||IPO|20050202|AB|Canada||||||||||C||||2011| 2,567,113 | 91,741,866 | 6,198 |6||||||||||||||||||||||||||||
KEG0001|TSX|Keg Royalties Income Fund (The)|KEG| 200,389,275 | 11,353,500 ||Consumer Discretionary|| Consumer Products & Services |||20020530|BC|Canada||||||||||C||Income Trust|Business Trust|| 1,564,779 | 28,735,868 | 6,860 |6||||||||||||||||||||||||||||
KEL0008|TSX|Kelso Technologies Inc.|KLS| 25,943,547 | 47,170,086 |||| Industrial Products & Services ||TSXV Grad|20140522|BC|Canada|TSX-NYSE MKT||1|||||||C||||| 2,456,776 | 1,831,571 | 1,901 |6||||||||||||||||||||||||||||
KEW0001|TSX|Kew Media Group Inc.|KEW| 94,641,000 | 12,291,039 |||| Comm & Media ||QA|20170323|ON|Canada||||||||||C||||| 2,543,448 | 16,158,155 | 2,693 |6||||||||||||||||||||||||||||
KIL0001|TSX|Killam Apartment Real Estate Investment Trust|KMP| 1,271,478,717 | 84,878,419 |||Real Estate Operating Companies| Real Estate ||TSXV Grad|20030403|NS|Canada|||1|1|1|||||C||Income Trust|REIT|| 25,543,434 | 362,468,773 | 105,768 |6||||||||||||||||||||||||||||
KIN0006|TSX|Kingsway Financial Services Inc.|KFS| 84,942,469 | 23,660,855 |||| Financial Services |||19951218|ON|Canada|TSX-NYSE|||||||||C||||| 107,807 | 502,288 | 662 |6||||||||||||||||||||||||||||
LAB0003|TSX|Labrador Iron Ore Royalty Corporation|LIF| 1,541,760,000 | 64,000,000 |||| Financial Services |||19951128|ON|Canada|||||1|||||C||||| 30,098,128 | 725,024,244 | 174,473 |6||||||||||||||||||||||||||||
LAS0006|TSX|Lassonde Industries Inc.|LAS| 905,851,647 | 3,235,300 ||Consumer Staples|| Consumer Products & Services |||19991206|Quebec|Canada||||||||||C||||| 261,834 | 69,086,525 | 2,695 |6||||||||||||||||||||||||||||
LAU0002|TSX|Laurentian Bank Of Canada|LB| 2,115,945,847 | 51,842,306 |||| Financial Services |||19830506|Quebec|Canada|||||1|||||C||||| 38,046,154 | 1,853,710,797 | 226,584 |6||||||||||||||||||||||||||||
LEO0001|TSX|Leon's Furniture Limited|LNF| 1,452,420,972 | 76,856,946 ||Consumer Discretionary|| Consumer Products & Services |||19691111|ON|Canada||||||||||C||||| 1,083,529 | 19,283,477 | 3,583 |6||||||||||||||||||||||||||||
LIN0001|TSX|Linamar Corporation|LNR| 3,778,305,224 | 65,357,295 |||| Industrial Products & Services |||19860129|ON|Canada|||||1|||||C||||| 22,870,803 | 1,582,233,044 | 160,551 |6||||||||||||||||||||||||||||
LOB0001|TSX|Loblaw Companies Limited|L| 25,597,698,918 | 384,329,126 ||Consumer Staples|| Consumer Products & Services |||19560313|ON|Canada|||||60|||||C||||| 67,130,279 | 4,411,634,160 | 385,353 |6||||||||||||||||||||||||||||
LOG0002|TSX|Logistec Corporation|LGT| 711,340,784 | 12,668,606 |||| Industrial Products & Services |||19690924|Quebec|Canada||||||||||C||||| 176,407 | 8,728,504 | 740 |6||||||||||||||||||||||||||||
GIB0003|TSX|LXRandCo, Inc.|LXR| 11,756,237 | 15,674,983 ||Consumer Discretionary|| Consumer Products & Services ||QA|20170614|ON|Canada||||||||||C||||| 3,135,252 | 6,759,089 | 2,438 |6||||||||||||||||||||||||||||
MAD0006|TSX|Madison Pacific Properties Inc.|MPC| 188,876,988 | 58,570,590 |||Real Estate Operating Companies| Real Estate |||19980512|BC|Canada||||||||||C||||| 592,604 | 1,924,838 | 476 |6||||||||||||||||||||||||||||
MAG0001|TSX|Magellan Aerospace Corporation|MAL| 934,836,556 | 58,209,001 |||| Industrial Products & Services |||19460923|ON|Canada||||||||||C||||| 2,024,995 | 37,112,395 | 10,021 |6||||||||||||||||||||||||||||
MAG0003|TSX|Magna International Inc.|MG| 26,852,475,291 | 351,196,381 |||| Industrial Products & Services |||19621220|ON|Canada|TSX-NYSE||||60|||||C||||| 126,803,072 | 9,530,554,733 | 898,069 |6||||||||||||||||||||||||||||
MAI0002|TSX|Mainstreet Equity Corp.|MEQ| 380,937,315 | 8,832,305 |||Real Estate Operating Companies| Real Estate ||TSXV Grad|20000531|AB|Canada|||1|1||||||C||||| 217,780 | 9,066,334 | 828 |6||||||||||||||||||||||||||||
MAJ0001|TSX|Major Drilling Group International Inc.|MDI| 557,281,889 | 80,299,984 |||| Industrial Products & Services |Mining Services||19950308|NB|Canada||||||||||C||||| 9,556,506 | 63,956,254 | 34,306 |6||||||||||||||||||||||||||||
MAN0013|TSX|Manulife Financial Corporation|MFC| 50,571,846,785 | 2,139,578,273 |||| Financial Services ||IPO|19990930|ON|Canada|TSX-NYSE|TSX-HKEx|||60|||||C||||| 469,380,336 | 11,629,506,718 | 1,038,349 |6||||||||||||||||||||||||||||
MAP0001|TSX|Maple Leaf Foods Inc.|MFI| 4,229,251,146 | 127,233,789 ||Consumer Staples|| Consumer Products & Services |||19950424|ON|Canada|||||1|||||C||||| 32,313,376 | 1,022,025,567 | 182,825 |6||||||||||||||||||||||||||||
PRI0029|TSX|Marret Resource Corp.|MAR| 9,382,467 | 17,702,767 |||| Financial Services ||TSXV Grad|20110420|ON|Canada|||1|||||||C||||| 3,988,170 | 1,806,235 | 557 |6||||||||||||||||||||||||||||
ROY0006|TSX|Martinrea International Inc.|MRE| 1,224,790,634 | 86,864,584 |||| Industrial Products & Services |||19970919|ON|Canada|||||1|||||C||||| 23,624,840 | 365,365,015 | 123,820 |6||||||||||||||||||||||||||||
